iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld Wuh xsmd lai kdiff kdir wdir
2011 1 0 0 -999.0 -6.73 -0.04 -999.0 -999.0 3.8 91.52 5.13 100.56 0.0 0.0 -999.0 325.41 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 1 0 -999.0 -8.52 2.99 -999.0 -999.0 4.47 74.07 4.95 100.54 0.0 0.0 -999.0 325.9 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 2 0 -999.0 -12.67 3.66 -999.0 -999.0 4.73 75.45 4.68 100.5 0.0 0.0 -999.0 317.29 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 3 0 -999.0 -15.11 4.43 -999.0 -999.0 4.77 76.93 4.4 100.49 0.0 0.0 -999.0 311.35 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 4 0 -999.0 -16.37 3.77 -999.0 -999.0 4.92 78.83 4.05 100.43 0.0 0.0 -999.0 305.1 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 5 0 -999.0 -10.84 9.48 -999.0 -999.0 5.31 78.21 4.15 100.39 0.0 0.0 -999.0 323.17 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 6 0 -999.0 -12.11 8.43 -999.0 -999.0 5.54 78.45 4.11 100.39 0.0 0.0 -999.0 320.59 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 7 0 -999.0 -11.78 10.11 -999.0 -999.0 5.36 77.35 4.31 100.38 0.0 0.0 -999.0 321.26 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 8 0 -999.0 -10.56 8.69 -999.0 -999.0 5.04 77.12 4.35 100.41 0.0 0.0 -999.0 327.59 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 9 0 -999.0 -8.21 8.37 -999.0 -999.0 4.81 76.88 4.4 100.44 0.0 4.19 -999.0 332.64 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 10 0 -999.0 -3.38 11.47 -999.0 -999.0 4.44 93.89 4.75 100.43 0.0 23.13 -999.0 333.39 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 11 0 -999.0 -3.1 10.69 -999.0 -999.0 4.06 92.13 5.02 100.44 0.0 24.98 -999.0 334.88 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 12 0 -999.0 1.47 16.59 -999.0 -999.0 4.92 89.12 5.49 100.43 0.0 45.14 -999.0 335.82 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 13 0 -999.0 -0.65 14.39 -999.0 -999.0 4.65 87.94 5.68 100.4 0.0 39.08 -999.0 335.83 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 14 0 -999.0 -1.88 9.49 -999.0 -999.0 4.49 87.93 5.68 100.4 0.0 27.82 -999.0 336.9 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 15 0 -999.0 -4.03 5.85 -999.0 -999.0 4.96 88.37 5.61 100.43 0.0 15.26 -999.0 337.72 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 16 0 -999.0 -7.12 4.31 -999.0 -999.0 5.78 90.77 5.23 100.48 0.0 4.36 -999.0 337.5 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 17 0 -999.0 -11.64 6.6 -999.0 -999.0 5.68 93.86 4.76 100.51 0.0 0.0 -999.0 333.26 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 18 0 -999.0 -15.15 12.99 -999.0 -999.0 4.79 78.07 4.2 100.53 0.0 0.0 -999.0 329.95 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 19 0 -999.0 -10.36 8.89 -999.0 -999.0 4.26 79.81 3.89 100.55 0.0 0.0 -999.0 325.41 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 20 0 -999.0 -10.93 6.44 -999.0 -999.0 4.07 81.19 3.65 100.59 0.0 0.0 -999.0 317.87 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 21 0 -999.0 -11.59 4.23 -999.0 -999.0 4.17 81.44 3.61 100.62 0.0 0.0 -999.0 310.48 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 22 0 -999.0 -12.24 3.36 -999.0 -999.0 4.41 83.44 3.28 100.65 0.0 0.0 -999.0 305.97 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 1 23 0 -999.0 -14.44 2.27 -999.0 -999.0 4.78 85.27 2.97 100.66 0.0 0.0 -999.0 298.77 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 0 0 -999.0 -15.77 2.3 -999.0 -999.0 4.88 85.92 2.87 100.66 0.0 0.0 -999.0 294.29 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 1 0 -999.0 -13.79 4.23 -999.0 -999.0 5.18 85.76 2.9 100.68 0.0 0.0 -999.0 297.68 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 2 0 -999.0 -17.07 0.77 -999.0 -999.0 5.04 88.11 2.52 100.69 0.0 0.0 -999.0 282.25 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 3 0 -999.0 -22.2 -4.15 -999.0 -999.0 5.03 91.02 2.07 100.72 0.0 0.0 -999.0 258.67 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 4 0 -999.0 -21.31 -2.84 -999.0 -999.0 4.92 93.63 1.68 100.71 -0.0 0.0 -999.0 256.47 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 5 0 -999.0 -21.5 -1.99 -999.0 -999.0 4.73 71.55 1.4 100.72 -0.0 0.0 -999.0 251.7 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 6 0 -999.0 -24.58 -3.61 -999.0 -999.0 4.72 74.49 0.85 100.73 -0.0 0.0 -999.0 237.06 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 7 0 -999.0 -20.24 -0.63 -999.0 -999.0 4.75 76.58 0.47 100.74 -0.0 0.0 -999.0 239.54 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 8 0 -999.0 -23.74 -4.05 -999.0 -999.0 4.68 77.58 0.3 100.78 -0.0 0.0 -999.0 227.31 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 9 0 -999.0 -17.82 -1.14 -999.0 -999.0 4.97 77.32 0.35 100.81 -0.0 21.42 -999.0 223.98 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 10 0 -999.0 4.3 16.44 -999.0 -999.0 3.91 72.37 1.27 100.87 -0.0 103.62 -999.0 225.52 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 11 0 -999.0 21.32 34.0 -999.0 -999.0 3.77 68.17 2.1 100.88 -0.0 171.36 -999.0 224.55 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 12 0 -999.0 37.61 51.07 -999.0 -999.0 3.77 64.55 2.86 100.87 -0.0 228.17 -999.0 227.24 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 13 0 -999.0 37.71 48.75 -999.0 -999.0 4.15 63.67 3.05 100.84 -0.0 228.71 -999.0 230.43 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 14 0 -999.0 25.19 37.19 -999.0 -999.0 3.92 63.26 3.14 100.83 -0.0 178.04 -999.0 243.34 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 15 0 -999.0 9.3 23.11 -999.0 -999.0 3.69 63.88 3.0 100.82 -0.0 94.4 -999.0 271.79 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 16 0 -999.0 -3.65 10.15 -999.0 -999.0 3.55 62.92 3.21 100.83 -0.0 20.93 -999.0 293.45 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 17 0 -999.0 -7.31 4.93 -999.0 -999.0 3.93 63.74 3.04 100.87 -0.0 0.0 -999.0 295.81 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 18 0 -999.0 -6.06 4.81 -999.0 -999.0 3.86 65.08 2.74 100.86 -0.0 0.0 -999.0 297.82 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 19 0 -999.0 -5.42 3.49 -999.0 -999.0 3.75 65.39 2.67 100.84 -0.0 0.0 -999.0 281.37 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 20 0 -999.0 -11.38 -0.33 -999.0 -999.0 3.68 66.06 2.53 100.84 -0.0 0.0 -999.0 261.62 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 21 0 -999.0 -12.62 -2.77 -999.0 -999.0 3.51 66.62 2.41 100.84 -0.0 0.0 -999.0 247.83 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 22 0 -999.0 -12.97 -3.66 -999.0 -999.0 2.99 75.26 0.72 100.82 -0.0 0.0 -999.0 239.24 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 2 23 0 -999.0 -12.52 -3.65 -999.0 -999.0 3.22 76.22 0.55 100.82 -0.0 0.0 -999.0 239.68 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 0 0 -999.0 -10.14 -2.71 -999.0 -999.0 3.07 76.23 0.54 100.81 0.0 0.0 -999.0 245.86 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 1 0 -999.0 -6.09 -0.5 -999.0 -999.0 3.06 75.52 0.67 100.77 -0.0 0.0 -999.0 261.97 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 2 0 -999.0 -4.92 -0.54 -999.0 -999.0 2.78 75.4 0.68 100.74 -0.0 0.0 -999.0 260.45 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 3 0 -999.0 -1.91 1.2 -999.0 -999.0 2.67 74.73 0.8 100.72 -0.0 0.0 -999.0 277.3 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 4 0 -999.0 -2.35 -0.21 -999.0 -999.0 3.06 80.53 -0.23 100.68 -0.0 0.0 -999.0 252.93 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 5 0 -999.0 -1.12 -0.03 -999.0 -999.0 3.8 81.06 -0.32 100.65 -0.0 0.0 -999.0 252.25 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 6 0 -999.0 -0.9 -0.06 -999.0 -999.0 3.08 81.1 -0.33 100.6 -0.0 0.0 -999.0 245.79 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 7 0 -999.0 1.74 1.44 -999.0 -999.0 2.48 82.46 -0.56 100.57 0.0 0.0 -999.0 275.9 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 8 0 -999.0 1.09 1.25 -999.0 -999.0 2.15 85.13 -1.0 100.57 0.0 0.0 -999.0 284.38 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 9 0 -999.0 0.68 1.24 -999.0 -999.0 1.34 82.78 -0.62 100.58 0.0 11.44 -999.0 277.47 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 10 0 -999.0 6.6 9.73 -999.0 -999.0 0.42 77.77 0.23 100.57 0.0 59.71 -999.0 277.56 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 11 0 -999.0 12.68 15.88 -999.0 -999.0 0.02 74.74 0.78 100.55 0.0 89.79 -999.0 277.62 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 12 0 -999.0 24.48 25.89 -999.0 -999.0 0.54 71.13 1.46 100.5 0.0 131.35 -999.0 281.16 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 13 0 -999.0 20.73 25.71 -999.0 -999.0 1.12 70.03 1.66 100.42 0.0 145.03 -999.0 264.55 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 14 0 -999.0 13.84 21.35 -999.0 -999.0 1.7 69.15 1.83 100.37 0.0 120.9 -999.0 267.44 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 15 0 -999.0 3.68 11.97 -999.0 -999.0 1.72 69.27 1.8 100.32 0.0 68.05 -999.0 279.69 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 16 0 -999.0 -1.27 1.9 -999.0 -999.0 2.55 72.43 1.18 100.28 0.0 20.87 -999.0 276.91 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 17 0 -999.0 -2.72 0.4 -999.0 -999.0 3.04 73.71 0.93 100.27 0.0 0.0 -999.0 282.52 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2011 3 18 0 -999.0 -5.16 0.26 -999.0 -999.0 3.31 75.21 0.65 100.21 0.0 0.0 -999.0 280.57 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
