 iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
55 2013 3 8 0 -999 -999 -999 -999 -999 6.16 83.2 6.11 95.0 0.24 0.15 -999 321.28 -999 -999 -999 -999 -999 -999 -999
56 2013 3 9 0 -999 -999 -999 -999 -999 6.48 81.16 6.06 95.0 0.13 15.74 -999 319.0 -999 -999 -999 -999 -999 -999 -999
57 2013 3 10 0 -999 -999 -999 -999 -999 6.6 75.61 6.04 95.0 0.09 70.5 -999 319.53 -999 -999 -999 -999 -999 -999 -999
58 2013 3 11 0 -999 -999 -999 -999 -999 6.14 71.88 5.68 95.0 0.09 135.93 -999 315.3 -999 -999 -999 -999 -999 -999 -999
59 2013 3 12 0 -999 -999 -999 -999 -999 5.45 69.63 5.7 95.0 0.09 207.54 -999 312.42 -999 -999 -999 -999 -999 -999 -999
60 2013 3 13 0 -999 -999 -999 -999 -999 4.97 67.91 5.36 95.0 0.1 145.42 -999 314.81 -999 -999 -999 -999 -999 -999 -999
61 2013 3 14 0 -999 -999 -999 -999 -999 4.84 68.21 5.32 95.0 0.09 171.5 -999 307.13 -999 -999 -999 -999 -999 -999 -999
62 2013 3 15 0 -999 -999 -999 -999 -999 4.71 66.74 5.56 95.0 0.07 165.95 -999 313.12 -999 -999 -999 -999 -999 -999 -999
63 2013 3 16 0 -999 -999 -999 -999 -999 4.5 70.6 4.91 95.0 0.05 135.29 -999 313.61 -999 -999 -999 -999 -999 -999 -999
64 2013 3 17 0 -999 -999 -999 -999 -999 4.23 68.31 5.04 95.0 0.04 68.93 -999 316.98 -999 -999 -999 -999 -999 -999 -999
65 2013 3 18 0 -999 -999 -999 -999 -999 4.22 70.69 4.49 95.0 0.03 21.04 -999 313.86 -999 -999 -999 -999 -999 -999 -999
66 2013 3 19 0 -999 -999 -999 -999 -999 4.19 69.44 4.48 95.0 0.02 0.0 -999 310.74 -999 -999 -999 -999 -999 -999 -999
67 2013 3 20 0 -999 -999 -999 -999 -999 4.53 69.75 4.42 95.0 0.02 0.0 -999 303.61 -999 -999 -999 -999 -999 -999 -999
68 2013 3 21 0 -999 -999 -999 -999 -999 5.45 67.1 4.57 95.0 0.02 0.0 -999 307.58 -999 -999 -999 -999 -999 -999 -999
69 2013 3 22 0 -999 -999 -999 -999 -999 6.27 66.52 4.52 95.0 0.02 0.0 -999 311.54 -999 -999 -999 -999 -999 -999 -999
70 2013 3 23 0 -999 -999 -999 -999 -999 6.89 70.58 3.61 95.0 0.02 0.0 -999 302.92 -999 -999 -999 -999 -999 -999 -999
71 2013 4 0 0 -999 -999 -999 -999 -999 6.8 70.58 3.49 95.0 0.02 0.0 -999 305.32 -999 -999 -999 -999 -999 -999 -999
72 2013 4 1 0 -999 -999 -999 -999 -999 6.34 71.41 3.21 95.0 0.02 0.0 -999 304.48 -999 -999 -999 -999 -999 -999 -999
73 2013 4 2 0 -999 -999 -999 -999 -999 5.94 71.22 3.13 95.0 0.02 0.0 -999 301.3 -999 -999 -999 -999 -999 -999 -999
74 2013 4 3 0 -999 -999 -999 -999 -999 5.75 72.36 3.04 95.0 0.01 0.0 -999 304.25 -999 -999 -999 -999 -999 -999 -999
75 2013 4 4 0 -999 -999 -999 -999 -999 5.8 71.48 2.94 95.0 0.01 0.0 -999 297.43 -999 -999 -999 -999 -999 -999 -999
76 2013 4 5 0 -999 -999 -999 -999 -999 5.74 71.97 2.77 95.0 0.01 0.0 -999 298.56 -999 -999 -999 -999 -999 -999 -999
77 2013 4 6 0 -999 -999 -999 -999 -999 5.41 72.97 2.51 95.0 0.01 0.0 -999 285.49 -999 -999 -999 -999 -999 -999 -999
78 2013 4 7 0 -999 -999 -999 -999 -999 5.62 72.58 2.45 95.0 0.01 0.0 -999 288.45 -999 -999 -999 -999 -999 -999 -999
79 2013 4 8 0 -999 -999 -999 -999 -999 5.66 70.28 2.81 95.0 0.01 0.19 -999 290.03 -999 -999 -999 -999 -999 -999 -999
80 2013 4 9 0 -999 -999 -999 -999 -999 5.4 69.84 2.77 95.0 0.01 38.98 -999 291.08 -999 -999 -999 -999 -999 -999 -999
81 2013 4 10 0 -999 -999 -999 -999 -999 4.62 67.18 3.21 95.0 0.01 106.92 -999 295.51 -999 -999 -999 -999 -999 -999 -999
82 2013 4 11 0 -999 -999 -999 -999 -999 3.83 68.96 3.25 95.0 0.0 160.57 -999 297.23 -999 -999 -999 -999 -999 -999 -999
83 2013 4 12 0 -999 -999 -999 -999 -999 3.13 70.56 3.33 95.0 0.0 218.73 -999 302.84 -999 -999 -999 -999 -999 -999 -999
84 2013 4 13 0 -999 -999 -999 -999 -999 2.26 68.75 4.12 95.0 0.0 273.95 -999 302.62 -999 -999 -999 -999 -999 -999 -999
85 2013 4 14 0 -999 -999 -999 -999 -999 1.37 69.03 4.74 95.0 0.0 382.77 -999 284.79 -999 -999 -999 -999 -999 -999 -999
86 2013 4 15 0 -999 -999 -999 -999 -999 0.94 69.25 4.7 95.0 0.0 230.72 -999 308.03 -999 -999 -999 -999 -999 -999 -999
87 2013 4 16 0 -999 -999 -999 -999 -999 0.99 69.25 4.91 95.0 0.0 177.58 -999 313.4 -999 -999 -999 -999 -999 -999 -999
88 2013 4 17 0 -999 -999 -999 -999 -999 1.59 67.71 5.09 95.0 0.0 95.33 -999 312.57 -999 -999 -999 -999 -999 -999 -999
